sample_id,tepname,Temperature,tepvalue
13,ZT,649.925525392842,0.994876033057851
14,alpha,302.0424,-0.000173387
14,alpha,322.9818,-0.000180467
14,alpha,347.6529,-0.000184354
14,alpha,373.238,-0.000186289
14,alpha,397.858,-0.000187161
14,alpha,423.377,-0.0001851949999999
14,alpha,448.92,-0.0001846479999999
14,alpha,472.513,-0.000180734
14,alpha,497.996,-0.00017664
14,alpha,522.509,-0.00017113
14,rho,302.0309,8.92226e-06
14,rho,323.6915,9.717309999999998e-06
14,rho,348.9623,1.05124e-05
14,rho,374.233,1.13074e-05
14,rho,399.504,1.18375e-05
14,rho,424.775,1.2544199999999998e-05
14,rho,448.24,1.29859e-05
14,rho,474.414,1.3339199999999998e-05
14,rho,499.684,1.37809e-05
14,rho,524.053,1.3957599999999998e-05
14,kappa,302.56179999999995,1.13047
14,kappa,324.1304,1.13047
14,kappa,347.6598,1.11613
14,kappa,373.15,1.11254
14,kappa,397.66,1.11613
14,kappa,424.13,1.14122
14,kappa,447.66,1.18781
14,kappa,472.17,1.24875
14,kappa,498.64,1.32401
14,kappa,523.15,1.40645
14,ZT,302.4057,0.909109
14,ZT,324.45309999999995,0.971508
14,ZT,348.4389,1.01979
14,ZT,372.4432,1.05111
14,ZT,398.395,1.05984
14,ZT,424.381,1.03747
14,ZT,447.492,1.00659
14,ZT,472.569,0.936154
14,ZT,497.639,0.871373
14,ZT,523.681,0.79812
15,alpha,300.638,-0.000156615
15,alpha,319.886,-0.0001615819999999
15,alpha,340.609,-0.000167649
15,alpha,361.345,-0.000172067
15,alpha,379.119,-0.000175933
15,alpha,399.85,-0.000180901
15,alpha,419.094,-0.0001864159999999
15,alpha,439.83,-0.000190835
15,alpha,459.082,-0.000195252
15,alpha,478.335,-0.000199669
15,alpha,499.071,-0.0002040869999999
15,alpha,516.835,-0.000209052
15,alpha,539.064,-0.000212373
15,alpha,559.8,-0.0002167909999999
15,alpha,577.582,-0.000219558
15,alpha,598.323,-0.0002234269999999
15,alpha,619.072,-0.000226197
15,alpha,638.333,-0.000229515
15,alpha,656.12,-0.000231733
15,alpha,676.882,-0.000232854
15,alpha,699.115,-0.0002356259999999
15,alpha,718.398,-0.000236197
15,alpha,739.165,-0.0002367689999999
15,alpha,756.965,-0.0002373379999999
15,alpha,776.257,-0.00023681
15,alpha,797.033,-0.0002362829999999
15,rho,8.74647,4.086954034027979e-06
15,rho,27.0793,5.036743040480304e-06
15,rho,46.839,5.255661661524878e-06
15,rho,64.9188,5.304758368256326e-06
15,rho,84.6414,5.354781016230341e-06
15,rho,105.997,5.354322276657832e-06
15,rho,125.709,5.353920944003341e-06
15,rho,143.779,5.353519671508033e-06
15,rho,163.505,5.421817393190197e-06
15,rho,181.601,5.564210994880926e-06
15,rho,202.946,5.509307975825156e-06
15,rho,219.394,5.618829822501166e-06
15,rho,237.48,5.713371574833741e-06
15,rho,260.492,5.791125679009486e-06
15,rho,280.218,5.871094254547162e-06
15,rho,298.274,5.790186791425891e-06
15,rho,299.96,6.0600551465018335e-06
15,rho,319.673,6.059541050360846e-06
15,rho,339.422,6.30775538524616e-06
15,rho,359.169,6.55166313968801e-06
15,rho,377.279,6.870727266481157e-06
15,rho,398.664,7.130836589748709e-06
15,rho,418.41,7.444187206419867e-06
15,rho,441.442,7.786160877656054e-06
15,rho,461.185,8.12202530823086e-06
15,rho,482.574,8.530894634920365e-06
15,rho,499.018,8.750896966939111e-06
15,rho,522.042,9.12758538856131e-06
15,rho,540.132,9.432093641825677e-06
15,rho,558.226,9.81431319436266e-06
15,rho,582.89,1.022825370978762e-05
15,rho,599.334,1.0546075805192888e-05
15,rho,620.709,1.0954402300424484e-05
15,rho,642.081,1.1319298158236998e-05
15,rho,661.81,1.1709492182743018e-05
15,rho,681.536,1.2041156673510058e-05
15,rho,702.902,1.2301772316337617e-05
15,rho,717.696,1.2574677868189711e-05
15,rho,739.082,1.3474310553214768e-05
15,rho,760.447,1.3801479518604396e-05
15,rho,780.166,1.4027783427857212e-05
15,rho,798.243,1.4261876577720096e-05
15,kappa,303.274,2.73471
15,kappa,322.495,2.72291
15,kappa,343.195,2.71104
15,kappa,362.408,2.68828
15,kappa,381.603,2.6436
15,kappa,403.774,2.62071
15,kappa,421.499,2.58706
15,kappa,442.191,2.56423
15,kappa,462.874,2.53045
15,kappa,483.557,2.49666
15,kappa,502.761,2.46294
15,kappa,523.435,2.4182
15,kappa,542.63,2.37352
15,kappa,561.851,2.36172
15,kappa,581.055,2.328
15,kappa,601.747,2.30517
15,kappa,620.977,2.30433
15,kappa,640.198,2.29253
15,kappa,660.899,2.28066
15,kappa,680.155,2.31269
15,kappa,700.874,2.32274
15,kappa,720.121,2.34382
15,kappa,739.378,2.37585
15,kappa,760.122,2.41878
15,kappa,780.875,2.47267
15,kappa,800.166,2.54854
15,ZT,300.494,0.466998
15,ZT,318.003,0.508586
15,ZT,338.444,0.550222
15,ZT,360.326,0.604272
15,ZT,380.75,0.654167
15,ZT,399.708,0.704039
15,ZT,420.14,0.749805
15,ZT,440.556,0.80383
15,ZT,460.962,0.861986
15,ZT,481.378,0.916011
15,ZT,498.852,0.974118
15,ZT,519.276,1.02401
15,ZT,539.7,1.07391
15,ZT,560.107,1.13206
15,ZT,580.539,1.17783
15,ZT,599.523,1.21531
15,ZT,619.964,1.25695
15,ZT,638.965,1.28617
15,ZT,657.983,1.30714
15,ZT,678.467,1.32812
15,ZT,698.985,1.33259
15,ZT,718.046,1.33291
15,ZT,735.693,1.30842
15,ZT,756.254,1.29224
15,ZT,776.867,1.25128
15,ZT,797.497,1.20206
16,alpha,322.815,-0.0001449109999999
16,alpha,348.976,-0.000149823
16,alpha,372.82,-0.00015506
16,alpha,397.443,-0.000159645
16,alpha,422.833,-0.000164557
16,alpha,447.466,-0.0001683249999999
16,alpha,472.874,-0.0001717679999999
16,alpha,496.756,-0.000173903
16,alpha,522.198,-0.0001745699999999
16,alpha,547.649,-0.000174421
16,alpha,573.121,-0.000172639
16,rho,322.368,7.176123601552913e-06
16,rho,347.459,7.660311161839394e-06
16,rho,373.332,8.277391959341449e-06
16,rho,397.636,8.96523282709652e-06
16,rho,423.516,9.690391976355446e-06
16,rho,447.828,1.044136702553645e-05
16,rho,472.926,1.1318670373153926e-05
16,rho,497.247,1.208113205039765e-05
16,rho,523.138,1.2954156535436745e-05
16,rho,549.035,1.369832989961864e-05
16,rho,572.579,1.4435617866098096e-05
16,kappa,322.081,1.30222
16,kappa,347.208,1.25333
16,kappa,373.096,1.20444
16,kappa,397.462,1.17333
