sample_id,SID,noerr_read_mat,autoTc,autoTh,noerr_autoTcTh_range,len_alpha,len_rho,len_kappa,noerr_negative_rho_or_kappa_over_autoTcTh,rawT_min_of_tep,rawT_min_of_alpha,rawT_min_of_rho,rawT_min_of_kappa,rawT_min_of_PF,rawT_min_of_zT,rawT_max_of_tep,rawT_max_of_alpha,rawT_max_of_rho,rawT_max_of_kappa,rawT_max_of_PF,rawT_max_of_zT,rawrho_min,rawrho_max,rawalpha_min,rawalpha_max,rawkappa_min,rawkappa_max,rawPF_min,rawPF_max,rawzT_min,rawzT_max,alpha_min,alpha_MAX,rho_min,rho_MAX,kappa_min,kappa_MAX,PF_min,PF_MAX,z_min,z_MAX,zT_min,zT_MAX,T_at_zT_MAX,T_at_kappa_min,Lorenz_min,Lorenz_max,LorenzBar,alphaBar_T,rhoBar_T,kappaBar_T,Zgen0,ZgenTmid0,alphaNode,rhoNode,kappaNode,zT_peak_rawdata,T_of_zT_peak_rawdata,zT_MAX_tep / zT_peak_rawdata,T_at_zT_MAX_tep / T_of_zT_peak_rawdata
25585,1894,True,151.3066,298.8453,True,7.0,16.0,21.0,True,79.44573,151.3066,103.7084,79.44573,,223.5892,304.8293,300.6515,304.8293,298.8453,,299.2176,0.05298656,1684.804,0.0005849645,0.0006707801,0.9577465,1.169014,,,0.0002789912,0.001983112,0.0005853780299921717,0.0006707801,0.06058594268506465,15.93067124691358,0.9577465,1.0,2.824400400850547e-08,5.6558901753622234e-06,2.9490062358364633e-08,5.6558901753622234e-06,4.462041069232134e-06,0.0016902361962231763,298.8453,272.3488551275638,0.00020273346338411428,0.00020273346338411428,0.009311965859045623,0.0006046414273862635,1.5967811564302232,0.9781674499736326,2.3406538580559008e-07,5.2682489072309704e-05,1.0,0.9999999999999978,1.664792337776095,0.001983112,299.2176,0.852315046363078,0.9987557550090637
25586,1894,True,103.4731,297.3243,True,24.0,48.0,23.0,True,85.63577,103.4731,85.63577,101.3857,,102.0578,298.5834,297.9166,297.3243,298.2679,,298.5834,0.0001002296,0.003387061,9.743757e-05,0.0001508774,0.915493,1.394366,,,0.001445384,0.02265911,9.766049279249099e-05,0.0001508774,0.0001002296,0.0016738816434896818,0.9307692907173105,1.3914886936424946,1.3599521757883668e-05,9.806863386048993e-05,1.4611055493035234e-05,7.725563271657666e-05,0.001511851206136384,0.020907945212821785,285.2995132066033,297.3243,4.690782259247218e-07,4.690782259247218e-07,2.721191046172158e-06,0.0001278273404982615,0.0003552687104193287,1.1350618260722987,4.052014858313865e-05,0.008120185099867828,1.0,1.0195425997661973,1.060893388923069,0.02265911,298.5834,0.9227169651774402,0.955510296977673
25587,1894,True,82.55451,297.3839,True,18.0,60.0,19.0,True,71.36259,72.54105,82.55451,71.36259,,80.95227,300.0,297.3839,298.3032,300.0,,299.0556,6.810539e-05,0.001473408,3.53304e-05,6.508351e-05,0.971831,1.84507,,,0.0002311877,0.004098539,3.53304e-05,6.352254403190803e-05,6.810568286113908e-05,0.001473408,0.994262905669143,1.8177194811418014,2.738626096970896e-06,2.3469313657736077e-05,2.754428513178604e-06,1.7145878933438573e-05,0.00022739049623548817,0.003763758024330298,226.34726828914455,297.3839,4.069148019101525e-07,4.069148019101525e-07,2.4508434940373824e-06,5.2251885566954245e-05,0.00023298365785001277,1.3350787410347191,8.777515280361991e-06,0.0016674575996857195,1.0,1.038092208793084,1.0,0.004098539,256.4627,0.918316996454175,0.8825738335014978
25588,1894,True,82.33256,294.1545,True,24.0,60.0,23.0,True,80.68058,82.18375,80.68058,82.33256,,81.35272,301.7321,298.342,294.1545,301.7321,,300.0069,1.003274e-05,1.374115e-05,-1.511757e-05,-1.011487e-05,2.253521,3.760563,,,0.000496619,0.001265235,-1.5113845597177212e-05,-1.0116484998088703e-05,1.00375635986642e-05,1.3740824869335192e-05,2.253521,3.668137918801892,9.536058067790593e-06,2.039526821426247e-05,3.410207054531094e-06,6.21816045785271e-06,0.00038042288554467166,0.001436291575097877,239.2651728764382,294.1545,1.5296043270500254e-07,1.5296043270500254e-07,1.876474215016071e-07,-1.2742522169409338e-05,1.1272778029558687e-05,2.9921623091239304,4.8138737060780514e-06,0.0009061805794063148,2.508245770842804,2.721482566934766,1.07855211693837,0.001265235,230.3898,1.1351974732740377,1.0385232891232086
25589,1894,True,113.5192,287.1296,True,23.0,31.0,23.0,True,81.37048,113.5192,81.37048,111.2009,,111.5851,303.0855,301.4619,287.1296,302.8868,,303.0855,1.76723e-05,0.0001296038,3.07186e-05,5.184195e-05,0.943662,1.647887,,,0.001855179,0.008046657,3.374228758751458e-05,5.184116840737414e-05,1.7672424472609652e-05,6.019086214922522e-05,0.966282871072777,1.6297540032388242,2.9262272622766744e-05,8.902363193797826e-05,3.0283339898470387e-05,7.527266894377355e-05,0.0034377405186024395,0.015446141506878794,210.96335647823912,287.1296,9.85785370812927e-08,9.85785370812927e-08,1.9007942612560437e-07,4.449052648972003e-05,2.6977606530871114e-05,1.239221566169869,5.920831628895188e-05,0.011860870435594511,1.5471361173250187,1.02263174506839,1.1264132635349202,0.008046657,241.8985,1.9195725015840484,0.8721151907855531
1657,1895,True,298.0,433.0,True,7.0,7.0,2.0,True,294.9575,298.0,297.0,298.0,,294.9575,433.0,433.0,433.0,433.0,,432.687,9.72e-06,1.86e-05,0.000214,0.000222,1.51,1.77,,,0.6380037,0.9231503,0.000214,0.000222,9.778e-06,1.86e-05,1.51,1.77,0.0024852150537634406,0.0046835753732869705,0.0014040763015612657,0.0031017055452231593,0.607965038576028,0.9243082524765015,298.0,433.0,4.954624161073826e-08,4.954624161073826e-08,6.330535474736108e-08,0.00021957407277120708,1.4294683850283933e-05,1.64,0.0020565710224306998,0.7516767086984207,1.8750000000000004,1.0,1.0,0.9231503,294.9575,1.001254348805933,1.0103150453878949
1658,1895,True,298.0,433.0,True,7.0,7.0,2.0,True,291.5084,298.0,298.0,298.0,,291.5084,433.0,433.0,433.0,433.0,,432.3055,7.97e-06,1.55e-05,0.000202,0.000215,1.59,1.83,,,0.7224032,0.9398395,0.000202,0.000215,7.97e-06,1.55e-05,1.59,1.83,0.0028996129032258064,0.00511969887076537,0.0015844879252600035,0.00321993639670778,0.6860832716375815,0.9595410462189184,298.0,433.0,4.2524496644295304e-08,4.2524496644295304e-08,5.4327759686706565e-08,0.0002122185169050809,1.1763373955196633e-05,1.7100000000000002,0.002238919797091839,0.8183251858370671,1.2307692307692304,1.0,1.0,0.9398395,304.2041,1.0209626709868211,0.9796054688283294
33024,1897,True,9.410823,279.0711,True,27.0,28.0,32.0,True,4.726414,6.530886,4.726414,9.410823,,16.7035,294.6949,279.0711,294.6949,282.0154,,293.829,1.298296e-06,2.097468e-06,6.669215e-07,1.41822e-05,0.8955341,5.935948,,,1.50862e-05,0.00353017,9.187684113516994e-07,1.41822e-05,1.363843940104058e-06,2.097467077721631e-06,0.8955341,5.8022393389468,6.189384055431738e-07,9.852230802703098e-05,6.911388472456536e-07,1.698004895553212e-05,6.504185359852884e-06,0.0047386409400742,279.0711,279.0711,4.222541515677719e-08,4.222541515677719e-08,6.140239658133587e-08,7.745416854519164e-06,2.0432318751777912e-06,3.4635006300471276,8.477282702844204e-06,0.0012227714079655668,1.0,1.0914667401369844,1.1143174908563507,0.00353017,293.829,1.3423265565324616,0.9497738480544806
33026,1897,True,9.967664,289.2191,True,25.0,20.0,30.0,True,3.30965,7.783587,3.30965,9.967664,,21.8607,302.4079,298.7527,289.2191,302.4079,,292.97,1.81479e-06,1.901325e-06,9.375e-07,1.38101e-05,1.094533,7.663109,,,1.01724e-05,0.00399784,1.1217390305062156e-06,1.3378598892719665e-05,1.81479e-06,1.9013143593496037e-06,1.094533,7.407017770677764,6.849865659429398e-07,9.862678785549836e-05,6.258254122469947e-07,1.3315316758916553e-05,6.238017431939528e-06,0.0038510439292287627,289.2191,289.2191,4.6477503664344085e-08,4.6477503664344085e-08,7.224432298200284e-08,7.247861013679041e-06,1.8648451777033933e-06,4.55948142778871,6.1781931327755794e-06,0.0009242168053810741,1.0,1.765521337655821,1.0,0.00399784,292.97,0.9632811541304211,0.9871969826262075
33028,1897,True,11.12611,286.873,True,25.0,22.0,28.0,True,6.236663,9.036646,6.236663,11.12611,,8.34532,294.9016,286.873,292.1649,294.9016,,281.283,2.139777e-06,2.371773e-06,2.451923e-06,1.503606e-05,1.188261,6.913509,,,1.28829e-11,5.61207e-09,2.619814482816281e-06,1.503606e-05,2.144748709078502e-06,2.3717720746751425e-06,1.188261,6.655170962887304,2.9082339784039066e-06,0.00010541239603810617,2.3752530788169326e-06,1.5839544988494998e-05,2.7230828201430066e-05,0.004543830723098391,286.873,286.873,4.9743120668006336e-08,4.9743120668006336e-08,7.634174956832292e-08,9.319455596849643e-06,2.249582614031071e-06,3.8506182520606336,1.0026484226787033e-05,0.0014939416880057868,1.0,1.0518604816415618,0.9999999999999999,5.61207e-09,281.283,809653.251491587,1.0198732237639672
33030,1897,True,8.226369,283.0375,True,39.0,24.0,48.0,True,5.141082,6.921182,5.141082,8.226369,,19.2717,289.5025,287.639,289.5025,283.0375,,280.997,8.525925e-07,3.58121e-06,7.028571e-07,6.36e-06,1.407237,4.97068,,,1.50862e-08,6.33621e-07,8.680225581577516e-07,6.251636387301921e-06,9.057075582604435e-07,3.57470285219013e-06,1.407237,4.97068,8.319055688547791e-07,1.0933204558552965e-05,3.677683424962111e-07,2.19953900845618e-06,4.863119845878356e-06,0.0006225520221059161,283.0375,283.0375,6.277862111318971e-08,6.277862111318971e-08,9.96026405779201e-08,3.180811250882298e-06,2.84374570551823e-06,3.9922697193494527,8.911794529980096e-07,0.00012978418772675195,1.3244641604190923,1.0,2.079793755728612,6.33621e-07,280.997,982.530601267818,1.0072616433627406
33032,1897,True,10.24563,294.2961,True,31.0,21.0,51.0,True,7.910254,9.60199,7.910254,10.24563,,16.0597,300.9166,300.9166,300.4989,294.2961,,293.186,7.083623e-07,3.565034e-06,4.906528e-07,1.362958e-05,2.547173,7.243863,,,5.0862e-06,0.00212716,5.528538788377307e-07,1.3422117869472937e-05,7.626159201227867e-07,3.5452575763296165e-06,2.547173,7.243863,4.007881336868929e-07,5.0815277655660854e-05,1.3941389999484524e-07,7.0149418418958026e-06,1.4481934332117245e-06,0.0020644700257967516,294.2961,294.2961,8.72636782568433e-08,8.72636782568433e-08,1.3362209064390766e-07,6.93350586146367e-06,2.791980493356013e-06,5.8125707117459955,2.962273443095731e-06,0.0004510679395467153,1.0963510015291489,1.0,2.07566120126688,0.00212716,293.186,0.9705287922849017,1.0037863335902808
10178,1899,True,372.0,1050.0,True,15.0,11.0,5.0,True,296.0,372.0,345.0,296.0,,,1150.0,1150.0,1150.0,1050.0,,,5.36e-05,0.000348,-0.000265,-3.69e-05,4.33,5.54,,,,,-0.00026499213165904985,-7.270294117647059e-05,7.396666666666666e-05,0.00031904819277108436,4.330150625552011,5.39,7.146080652153236e-05,0.00036976233986128385,1.3258034605108046e-05,8.481367494304305e-05,0.013920936335363449,0.05777601091557834,755.9399699849924,1050.0,3.796955555555555e-07,3.796955555555555e-07,1.2821164406055994e-06,-0.00020824244068291586,0.0001619365391924321,4.675357358372317,5.727681041895087e-05,0.04072381220787407,1.0467635837276243,0.9999999999999978,1.7347631485299273,,,,
10190,1899,True,374.0,1060.0,True,14.0,16.0,5.0,True,296.0,374.0,333.0,296.0,,,1150.0,1150.0,1150.0,1060.0,,,4.67e-05,0.000379,-0.000229,-3.5e-05,5.9,6.64,,,,,-0.00022899168436677357,-6.295e-05,5.903333333333333e-05,0.00029800000000000003,5.900105530037746,6.64,6.712652456239413e-05,0.0003577754186621295,1.0109416349758151e-05,5.993098523403625e-05,0.00840213651304345,0.04394207947887543,786.8354177088545,1060.0,3.6979371069182384e-07,3.6979371069182384e-07,1.4398593695193022e-06,-0.00018390589894213145,0.00013954746495076366,6.097024345772771,3.975130942510313e-05,0.028501688857798944,1.1565371037152334,1.0000000000000016,1.3450685572815853,,,,
10201,1899,True,369.0,1050.0,True,15.0,11.0,5.0,True,291.0,369.0,345.0,291.0,,,1160.0,1160.0,1150.0,1050.0,,,5.36e-05,0.000375,-0.00028,-3.69e-05,3.52,4.5,,,,,-0.0002799969984992496,-8.059393939393939e-05,7.964761904761904e-05,0.0003468518518518518,3.5200727404518584,4.42,8.155150329290536e-05,0.0004310432214274924,1.8450566355860943e-05,0.00012191535834468582,0.01794978574091694,0.08392077802839551,697.0655327663832,1050.0,3.3527854875283446e-07,3.3527854875283446e-07,1.1091248048271502e-06,-0.00022308314492596078,0.00017124934010868693,3.787878204697023,7.672000169835036e-05,0.05443284120497958,1.080224438737427,1.0000000000000029,1.678606502734462,,,,
10207,1899,True,373.0,1050.0,True,21.0,21.0,5.0,True,300.0,373.0,351.0,300.0,,,1170.0,1170.0,1150.0,1050.0,,,4.71e-05,0.000278,-0.000213,-3.02e-05,3.34,5.5,,,,,-0.000213,-6.89e-05,6.785e-05,0.00025889473684210525,3.3401681723214547,5.5,6.99662490788504e-05,0.0003226075522471958,1.2721136196154619e-05,9.461157645335378e-05,0.01335719300596235,0.06543308093017196,706.9279639819911,1050.0,3.5540476190476193e-07,3.5540476190476193e-07,8.603044292509612e-07,-0.00017773943073654536,0.00013274044253304922,3.905904247081193,6.093161877266259e-05,0.043352846756749434,1.0763358778625995,0.9999999999999909,1.39775832355484,,,,
10217,1899,True,371.0,1050.0,True,21.0,21.0,5.0,True,302.0,371.0,351.0,302.0,,,1170.0,1170.0,1150.0,1050.0,,,4.29e-05,0.000233,-0.000248,-3.3e-05,3.65,5.61,,,,,-0.000248,-8.68e-05,5.8849999999999994e-05,0.0002195,3.650058766225218,5.61,0.00012802446898895495,0.0005321553098655643,2.282076096059803e-05,0.00014178995887941805,0.0198139227144924,0.09943547107377368,728.3326663331666,1050.0,3.1442714285714287e-07,3.1442714285714287e-07,8.048971309693977e-07,-0.00021094917548883407,0.00011707411835109116,4.163057494022364,9.13024349264379e-05,0.06487038001523412,1.1426744864961815,0.9999999999999819,1.3804023411145068,,,,
1661,1900,True,298.0,432.0,True,7.0,7.0,3.0,True,298.0,298.0,298.0,298.0,,,434.0,433.0,432.0,434.0,,,6.22e-06,1.03e-05,-0.000187,-0.00017,1.39,1.46,,,,,-0.00018685185185185184,-0.00017,6.22e-06,1.03e-05,1.39,1.4588372093023256,0.003389671314608387,0.004646302250803859,0.0023235432253811677,0.0033426634897869493,0.9924322561274659,1.0112190600709516,325.0145072536268,432.0,2.9012751677852347e-08,2.9012751677852347e-08,3.1798978305484046e-08,-0.00017826920965876208,8.21200295992028e-06,1.421575842006185,0.002722284725536011,0.993633924820644,1.0,1.0,1.0,,,,
1662,1900,True,298.0,432.0,True,7.0,7.0,3.0,True,298.0,298.0,298.0,298.0,,,434.0,432.0,432.0,434.0,,,4.54e-06,7.54e-06,-0.000186,-0.000172,1.46,1.48,,,,,-0.000186,-0.000172,4.54e-06,7.54e-06,1.46,1.4797674418604652,0.004588328912466843,0.0065162995594713665,0.003100709464656204,0.004463218876350251,1.3094397638233384,1.33950648873148,432.0,432.0,2.2242953020134226e-08,2.2242953020134226e-08,2.4062634932215988e-08,-0.00017835074637697859,5.998045813537773e-06,1.4711957652279146,0.003604704075477179,1.3157169875491703,1.0,1.0,1.0,,,,
1663,1900,True,298.0,433.0,True,7.0,7.0,3.0,True,298.0,298.0,298.0,298.0,,,433.0,433.0,433.0,433.0,,,8.23e-06,1.33e-05,-0.000202,-0.000196,1.83,1.99,,,,,-0.000202,-0.000196,8.23e-06,1.33e-05,1.83,1.99,0.00306796992481203,0.004667800729040096,0.001541693429553784,0.0025507107808962273,0.6675532549967885,0.7601118127070757,298.0,433.0,5.053993288590605e-08,5.053993288590605e-08,5.668878655485338e-08,-0.00019975185162388826,1.091120982199934e-05,1.910370370277685,0.0019142169017940993,0.6996462776057433,1.0,1.0,1.0,,,,
1664,1900,True,298.0,433.0,True,7.0,7.0,3.0,True,298.0,298.0,298.0,298.0,,,433.0,433.0,433.0,433.0,,,7.08e-06,1.11e-05,-0.000202,-0.000196,1.77,1.95,,,,,-0.000202,-0.000196,7.08e-06,1.109971019992755e-05,1.77,1.95,0.0036410659228016677,0.005425988700564971,0.0019004315601341003,0.0030655303393022438,0.7664688152909876,0.9135280411120686,298.0,433.0,4.2052348993288594e-08,4.2052348993288594e-08,4.947041505777333e-08,-0.000199244444486741,9.735156768188165e-06,1.8666666649983321,0.0021845536770711107,0.798454368969491,1.0,1.0745601511106329,1.0,,,,
16248,1903,True,319.4009,942.7435,True,38.0,37.0,14.0,True,296.2694,318.8862,319.4009,296.2694,,,962.5381,945.6449,942.7435,962.5381,,,2.538528e-05,0.002427229,-0.0005628142,-4.780109e-05,2.309151,3.893778,,,,,-0.0005287685334153939,-4.845703160792084e-05,2.538528e-05,0.0024270587249924855,2.309157143289832,3.6326791488804715,8.642520294454181e-05,0.00011956023888868452,2.9561479286832445e-05,4.223137990735398e-05,0.010512254548280048,0.03322941275362574,912.4962602801401,319.4009,7.515330203305743e-08,7.515330203305743e-08,4.080778842084884e-06,-0.0001814405954976443,0.0006212499598739466,2.6111984200623923,2.0293767346684075e-05,0.012806832405760084,1.000000000000004,1.036857935527024,1.364060206919787,,,,
16249,1903,True,314.3424,943.502,True,41.0,36.0,14.0,True,298.2638,314.3424,312.7349,298.2638,,,965.4677,949.0528,943.502,965.4677,,,7.649663e-05,0.007115204,-0.0002756821,0.000293155,2.003039,3.442267,,,,,-0.00027539808483919057,0.00029315030688352645,7.649663e-05,0.007115005686503318,2.003048813865104,3.334812076579969,4.264699040683792e-11,0.00040689999174035673,1.7402785271122997e-11,0.0001823878822529266,7.650400026771496e-09,0.17208333168140075,943.502,314.3424,1.808802619697847e-07,1.808802619697847e-07,1.3728026165700037e-05,0.00014772113742207086,0.0024717068620002097,2.2494961161849774,3.9246693616886454e-06,0.0024683116892258183,1.3028786818681408,1.0929912213983413,1.1711345886901023,,,,
16250,1903,True,318.3183,941.3851,True,37.0,48.0,14.0,True,298.0427,318.3183,317.0008,298.0427,,,965.0675,941.3851,941.8106,965.0675,,,0.0005013468,0.005303624,-0.0004808091,-5.460805e-05,1.419614,3.824917,,,,,-0.0004808091,-5.460805e-05,0.0005029909750728256,0.003942392163389937,1.4196149095261401,3.458095624008117,5.928613578744122e-06,0.00016334200714901616,4.1220128949607125e-06,8.13738591717036e-05,0.00388040152132388,0.052873988350576155,692.968772036018,318.3183,7.684872579333273e-07,7.684872579333273e-07,5.992326443081258e-06,-0.00036057876186702115,0.0014826641530675975,1.93307576847679,4.5363715889131306e-05,0.028572413571086364,1.1540130150556298,2.24937837646533,1.0091569531817313,,,,
3811,1906,True,296.7869,708.7156,True,76.0,14.0,14.0,True,295.6522,295.8716,296.7869,295.6522,,296.0748,712.9846,708.7156,712.3583,712.9249,,712.9846,2.580054,2.91957,-0.0003037988,-0.0002349279,3.472727,5.027273,,,0.08735739,0.4009078,-0.00030379878022464377,-0.00023527502358404185,2.580143019142441,2.9085566280339585,3.472841197303585,5.017107763769677,2.1296960918414388e-08,3.5299739188400726e-08,4.244868143396746e-09,1.0019114311546679e-08,1.2598212571874756e-06,5.996296845391262e-06,623.8158379189595,296.7869,0.014434306007663766,0.014434306007663766,0.022441731535519812,-0.00027906336534708507,2.6650595891615922,3.8862590376699377,7.519119472992837e-09,3.78024671394649e-06,1.7679335852565954,2.1017369265051054,1.1329030089447718,0.4009078,612.8178,1.4956797661186094e-05,1.0179466685187006
3812,1906,True,299.7664,677.0751,True,43.0,13.0,13.0,True,295.8716,295.8716,299.7664,295.8893,,298.423,713.3028,713.3028,680.0773,677.0751,,682.319,6.641245,7.858706,-0.0002108503,-0.0001284344,3.65,4.7,,,0.08419558,0.6260633,-0.00021084857979338534,-0.0001299114539294979,6.64149715533817,7.848357971308718,3.650025420551837,4.679005377726257,2.454526197231687e-09,5.90555099562654e-09,5.245828972362613e-10,1.612525556187882e-09,1.57252326606084e-07,1.0357655412493141e-06,677.0751,299.7664,0.042467263682527366,0.042467263682527366,0.06130866657371268,-0.00017969630910503762,7.078025654348579,3.9762537936858955,1.147339868611355e-09,5.603845991320594e-07,1.0246917424622128,1.8110823794908155,1.0132272541882519,0.6260633,682.319,1.6544102509272052e-06,0.9923145918551294
3813,1906,True,300.0109,666.3043,True,45.0,11.0,12.0,True,294.7248,294.7248,300.0109,298.1126,,298.2979,712.156,712.156,668.5809,666.3043,,669.0496,2.384572,2.609995,-0.0002665813,-0.0001916359,3.418182,4.631818,,,0.05596159,0.3065351,-0.00026657296112602753,-0.00019403957786846647,2.384664784952155,2.601923641634311,3.418187438130705,4.616037004093713,1.57109841395188e-08,2.908698748418951e-08,3.403565466564843e-09,8.38545238458576e-09,1.0211067388330384e-06,4.9190892255410036e-06,618.1126220610306,300.0109,0.013510614925561042,0.013510614925561042,0.020236418329300856,-0.000243330185568407,2.432482821926125,3.752679218027942,6.486355544387517e-09,3.133931977572966e-06,1.2607444504749725,1.4622707968096813,1.0910678310273427,0.3065351,637.203,1.6047393024619378e-05,0.9700403514437795
3814,1906,True,297.5995,689.17,True,44.0,13.0,13.0,True,294.1601,297.0183,297.5995,294.1601,,298.3118,695.2967,690.367,690.6708,689.17,,695.2967,7.828811,11.60278,-0.000167173,-9.899917e-05,3.445455,4.086364,,,0.0590987,0.6227904,-0.000167172656171057,-9.929269762353213e-05,7.828811,11.602722217442471,3.4454845852699036,4.07749697177366,1.2593278597935475e-09,2.430237993062196e-09,3.0884826365567005e-10,7.023174329769633e-10,9.191308883979557e-08,4.6629880686806964e-07,685.8399857428715,297.5995,0.05842268116608796,0.05842268116608796,0.07577470265194682,-0.00014204483327149285,9.86145659477839,3.647223813582671,5.609800287568153e-10,2.7677899124317407e-07,1.0347150410783208,1.008824900560658,1.0860121965992613,0.6227904,695.2967,7.48725103771782e-07,0.9863990232412602
3815,1906,True,300.0297,636.5444,True,47.0,9.0,9.0,True,295.8716,295.8716,300.0297,298.6561,,299.4789,711.0092,711.0092,636.5444,638.4387,,637.0641,2.209865,2.448623,-0.0002492136,-0.0001769193,2.927273,3.881818,,,0.05594924,0.2819323,-0.00024921349056093636,-0.00018006576955005235,2.209865,2.448623,2.9272862984600017,3.872216736012712,1.4672245301705107e-08,2.6944223768846126e-08,3.789107454975097e-09,9.16186926179835e-09,1.136844772983942e-06,5.209156153210108e-06,586.3786268134068,300.0297,0.011458317772830684,0.011458317772830684,0.0167480791018306,-0.0002294668339887434,2.31174718783675,3.1895051816658038,7.1412822310051016e-09,3.3441699891747975e-06,1.2583050292038997,1.4357543115757176,1.055472420396527,0.2819323,589.8499,1.8476620639813557e-05,0.9941149889377056
3816,1906,True,302.1815,678.0632,True,45.0,9.0,10.0,True,298.1651,298.1651,302.1815,298.5672,,300.5349,713.3028,713.3028,680.3519,678.0632,,682.0272,2.069357,2.405817,-0.0002207832,-0.0001137595,2.245455,2.504545,,,0.0277029,0.3002362,-0.00022078310680382482,-0.0001137641607436708,2.0693570095045075,2.4016613093165744,2.245455,2.4961623449069976,6.253300266991087e-09,2.181474584053694e-08,2.5370271416095346e-09,9.659613054492932e-09,7.666426671922816e-07,5.918432335079786e-06,627.2937857928964,302.1815,0.008146469254529843,0.008146469254529843,0.010582022981523196,-0.00017630602555785576,2.148021033806812,2.294683295817317,6.306276762974904e-09,3.090847186819653e-06,1.1281837006183324,1.0684024727304133,1.3260561075767199,0.3002362,639.5373,1.9712587406447943e-05,0.9808556682978404
3817,1908,True,300.6061,797.5758,True,28.0,28.0,28.0,True,296.1683,296.1683,300.6061,298.7355,297.9102,297.7979,804.0779,799.2732,797.5758,799.4246,804.0779,801.6205,1.736462e-05,2.574007e-05,-0.0001754252,-0.0001119398,3.221193,4.461064,0.0005044643,0.00175,0.03512973,0.4374921,-0.00017542288283048211,-0.00011266030227837354,1.736462e-05,2.574007e-05,3.2271576908149378,4.44573329856444,0.0004930967052325226,0.0017721774401373053,0.00011091459431265188,0.0005491449783136523,0.03334160362940847,0.4379847453944939,797.5758,300.6061,7.026086671771999e-08,7.026086671771999e-08,1.6897557733027796e-07,-0.0001534596912015548,2.171756431552727e-05,3.7606411246547964,0.0002883471296634182,0.15832879935665947,1.0,1.0,1.0172939861846548,0.4374921,801.6205,1.0011260669495379,0.9949543456036865
3818,1908,True,301.8182,797.5758,True,12.0,12.0,12.0,True,298.3923,298.3923,301.8182,301.1174,299.4966,300.1242,801.7574,799.1547,797.5758,798.0581,799.9034,801.7574,9.855596e-06,1.404332e-05,-0.0001959029,-0.0001276425,3.793874,5.101601,0.001683036,0.002767857,0.1057853,0.5592848,-0.00019585639344915631,-0.00012853990421787475,9.855596e-06,1.404332e-05,3.7938835647408147,5.097266068462239,0.0016764594425685078,0.00276178988588203,0.00032889384624065114,0.0007270682331347309,0.09926614866343009,0.560796107599045,797.5758,301.8182,6.840227015686949e-08,6.840227015686949e-08,9.635887857680114e-08,-0.0001704496021669992,1.185021061358368e-05,4.166226914231448,0.0005884681937428091,0.32347920069584096,1.0,1.0,1.0697818580223482,0.5592848,801.7574,1.002702214683905,0.9947844572435502
3819,1908,True,299.3939,769.0465,True,25.0,26.0,26.0,True,297.9491,298.3883,299.3939,298.5452,300.0407,297.9491,800.7017,769.0465,800.0,798.0412,800.7017,774.0677,5.234657e-06,8.483755e-06,-0.0001985922,-0.0001283251,3.980597,5.528872,0.003116071,0.004857143,0.1699228,0.9154978,-0.0001985922,-0.00012847486443094482,5.234657e-06,8.249629759438654e-06,3.9823170781274038,5.519618941439563,0.0031531752301152973,0.004780682654966036,0.0005712668326507559,0.001200477651873478,0.17103380496795714,0.9232231365015168,769.0465,299.3939,4.27186671797357e-08,4.27186671797357e-08,5.956807304844376e-08,-0.00016370861842934407,6.693456637202541e-06,4.470063754408659,0.0008957337029393168,0.4785190379309824,1.0,1.0,1.0285426077879973,0.9154978,774.0677,1.008438399853628,0.9935132288816599
3820,1908,True,300.7821,796.7381,True,31.0,34.0,34.0,True,297.2717,300.7821,300.6061,297.2717,300.8034,301.2586,801.941,796.8794,800.0,796.7381,801.4847,801.941,6.389892e-06,9.133574e-06,-0.0001890738,-0.0001146764,4.221441,5.67132,0.002125,0.003919643,0.1153825,0.7227434,-0.00018906169644844,-0.0001146764,6.389892e-06,9.122779539237884e-06,4.2215548587126825,5.646871963372521,0.002058043659730086,0.003918139741317059,0.0003644572912365001,0.0009135004965593545,0.1096222294184261,0.7278206499777568,796.7381,300.7821,4.9111446707447065e-08,4.9111446707447065e-08,6.948309512816446e-08,-0.00015301226734226235,7.662418901371641e-06,4.641932233447872,0.0006582453717586821,0.36121879603083157,1.0176696518932977,1.0526159205047176,1.0794322917890686,0.7227434,801.941,1.007024968996959,0.9935121162280018
3882,1915,True,7.463956,124.1438,True,42.0,46.0,71.0,True,4.965753,7.463956,6.199343,4.965753,17.93018,24.08377,740.7667,500.1586,740.7667,124.1438,502.6498,512.0419,3.727273e-06,6.766234e-06,1.881488e-06,0.0001028893,0.51819,4.022803,1.887459e-05,0.001945224,0.005156255,0.3118988,1.881488e-06,4.200977206815775e-05,3.727273e-06,5.12987e-06,1.2867184915815486,4.022691190240245,9.497552484467867e-07,0.00034402839627876866,7.381220171005787e-07,0.00010980468389354699,5.509310258269967e-06,0.013631570716343718,124.1438,39.62533371085543,1.294657076533826e-07,1.294657076533826e-07,3.2008120116378134e-07,2.9531453809935986e-05,4.419109475010481e-06,3.4196844563396964,5.7709705765170345e-05,0.003797522437587166,1.0012887772180414,1.0,2.019692674625791,0.3118988,512.0419,0.04370510792713444,0.24244851837320341
