sample_id,SID,noerr_read_mat,autoTc,autoTh,noerr_autoTcTh_range,len_alpha,len_rho,len_kappa,noerr_negative_rho_or_kappa_over_autoTcTh,rawT_min_of_tep,rawT_min_of_alpha,rawT_min_of_rho,rawT_min_of_kappa,rawT_min_of_PF,rawT_min_of_zT,rawT_max_of_tep,rawT_max_of_alpha,rawT_max_of_rho,rawT_max_of_kappa,rawT_max_of_PF,rawT_max_of_zT,rawrho_min,rawrho_max,rawalpha_min,rawalpha_max,rawkappa_min,rawkappa_max,rawPF_min,rawPF_max,rawzT_min,rawzT_max,alpha_min,alpha_MAX,rho_min,rho_MAX,kappa_min,kappa_MAX,PF_min,PF_MAX,z_min,z_MAX,zT_min,zT_MAX,T_at_zT_MAX,T_at_kappa_min,Lorenz_min,Lorenz_max,LorenzBar,alphaBar_T,rhoBar_T,kappaBar_T,Zgen0,ZgenTmid0,alphaNode,rhoNode,kappaNode,zT_peak_rawdata,T_of_zT_peak_rawdata,zT_MAX_tep / zT_peak_rawdata,T_at_zT_MAX_tep / T_of_zT_peak_rawdata
120,6,True,300.0,649.633,True,15.0,15.0,15.0,True,299.266,299.266,299.651,300.0,,,650.0,649.633,650.0,650.0,,,7.843016e-06,3.977132e-05,-0.000279239,-0.000161592,1.078223,2.182103,,,,,-0.000279239,-0.0001618804326765828,7.857696539071112e-06,3.9702107755340926e-05,1.079109275656641,2.182103,0.0019639868896006024,0.0033349817409283004,0.001528333786685734,0.0019206332641624805,0.45850013600572015,1.1823368808275116,649.633,300.0,5.676769260634701e-08,5.676769260634701e-08,6.134928961554181e-08,-0.00022589394883464962,1.8875609293823963e-05,1.5540458082460928,0.001739579972861347,0.8259812741841198,1.0,1.0,1.0,,,,
140,6,True,300.3375,650.0,True,15.0,15.0,15.0,True,300.0,300.261,300.3375,300.0,,,650.0547,650.0547,650.0,650.0,,,6.844311e-06,3.405988e-05,-0.0002620561,-0.0001177931,1.105875,2.295594,,,,,-0.0002620431436493439,-0.00011782719502561624,6.844311e-06,3.405988e-05,1.105875,2.293911822196228,0.0020160555214413754,0.0022290020613417675,0.0008842694541468247,0.0018378555856006817,0.26557927718482194,1.184976682660241,650.0,300.3375,5.2207289366264096e-08,5.2207289366264096e-08,5.4824576681203054e-08,-0.00019301293398477185,1.6430557364355685e-05,1.5965694416032485,0.0014201450891345858,0.6748085668227197,1.0,1.0000000000000002,1.0,,,,
1381,9,True,653.15,1058.15,True,5.0,5.0,9.0,True,296.85,653.15,653.15,296.85,,653.9498,1070.15,1058.15,1061.15,1070.15,,1051.314,0.015015015015015017,0.032679738562091505,-0.000597,-0.000554,9.34,54.3,,,0.0003502968,0.002316672,-0.000597,-0.000554,0.01512007207076904,0.032679738562091505,9.486526315789474,19.424752475247523,1.0906115399999998e-05,2.0298580493762794e-05,5.614545366226616e-07,2.1397274216145506e-06,0.00036671403059509143,0.002264152571181437,1058.15,653.15,0.00013555446921134428,0.00013555446921134428,0.00037104963164692615,-0.0005763024694210989,0.0222302975393932,13.219322600287134,1.1301770509840718e-06,0.0009670359936745211,1.0,0.9999999999999964,1.0,0.002316672,1051.314,0.9773297951464156,1.0065023389776984
1382,9,True,754.15,1058.15,True,4.0,5.0,9.0,True,296.85,754.15,653.15,296.85,,750.2804,1073.15,1058.15,1059.15,1073.15,,1050.883,0.00411522633744856,0.0423728813559322,-0.0004,-0.000362,4.25,14.7,,,0.0009345458,0.00670485,-0.0004,-0.000362,0.0041422294965426315,0.018621973929236497,4.374752475247525,6.986020408163265,8.592000000000002e-06,3.163610324087009e-05,1.2298847552692698e-06,7.231518450442184e-06,0.0009275175881863198,0.0076520312483353975,1058.15,754.15,1.7125387462120856e-05,1.7125387462120856e-05,6.534450350715797e-05,-0.00038411348624220964,0.009857876938294647,5.652781369814727,2.6477289866451227e-06,0.002399239621248478,1.0,0.999999999999996,1.0,0.00670485,1050.883,1.1412680743544446,1.0069151370799605
1383,9,True,661.15,1060.15,True,5.0,5.0,9.0,True,302.75,658.15,661.15,302.75,,650.8586,1070.15,1060.15,1061.15,1070.15,,1064.757,0.002061855670103093,0.016366612111292964,-0.000327,-0.000273,3.68,10.5,,,0.0007112616,0.009564889,-0.00032609090909090907,-0.000273,0.002070306880843922,0.016366612111292964,3.7085714285714286,6.020526315789474,6.49708566859504e-06,3.599901091456531e-05,1.0791557627703974e-06,9.706975208087718e-06,0.0007134838325556482,0.010290849766854196,1060.15,661.15,7.242259063974534e-06,7.242259063974534e-06,3.99560162858445e-05,-0.00029218637549229416,0.006656782616733874,4.59388351689737,2.791743851888849e-06,0.002402714346128138,1.0,1.0000000000000167,1.0,0.009564889,1064.757,1.0758985040865812,0.9956731911600487
1384,9,True,561.15,1064.15,True,6.0,6.0,9.0,True,296.85,561.15,560.15,296.85,,573.6143,1073.15,1066.15,1064.15,1073.15,,1059.096,0.004672897196261682,0.8695652173913044,-0.000695,-0.000457,4.25,25.2,,,3.18713e-05,0.0109192,-0.000695,-0.00045787619047619045,0.004672897196261682,0.8626469078385978,4.3685981308411215,11.189690721649484,5.599336131746437e-07,4.4865229642267575e-05,5.004013311031918e-08,1.0269937471595564e-05,2.8080020694855608e-05,0.01092875396039842,1064.15,561.15,1.9183395157826903e-05,1.9183395157826903e-05,0.0022564792093345124,-0.0005429167548133674,0.19450075812991657,7.292853247994561,2.078010396698907e-07,0.0001688695148877367,1.0,0.9999999999999775,1.0,0.0109192,1059.096,1.0008749688986758,1.0047719942290407
1385,9,True,651.15,1054.15,True,5.0,5.0,9.0,True,293.85,651.15,649.15,293.85,,652.9972,1073.15,1058.15,1054.15,1073.15,,1042.058,0.0004166666666666667,0.001226993865030675,-0.000232,-0.000168,3.96,13.0,,,0.003661309,0.01855299,-0.000232,-0.00016800059435658423,0.0004166666666666667,0.0012187027220203705,4.115288461538461,6.568942307692308,4.277279555135952e-05,6.929538139398099e-05,6.723303880501983e-06,1.683852348179636e-05,0.004377879321788866,0.017750329528335634,1054.15,651.15,1.6266219472001381e-06,1.6266219472001381e-06,4.6576855565704445e-06,-0.00018308228084591761,0.0007254895667667788,5.07608319692043,9.101913957056697e-06,0.007760746935484394,1.0300033680519227,0.9999999999999968,1.0,0.01855299,1042.058,0.9567368671214525,1.0116039606240728
1387,13,True,323.15,466.15,True,9.0,9.0,3.0,True,317.75,317.95,317.75,323.15,319.4651,321.5711,473.15,467.15,466.15,473.15,468.4385,471.5711,7.57e-06,1.4e-05,0.000104,0.000126,1.53,2.02,0.001137039,0.001506345,0.2326531,0.3537415,0.00010562499999999999,0.00012578947368421052,7.660328265398523e-06,1.4e-05,1.5558483033932136,2.02,0.0011302136921250493,0.0014667778730518223,0.0006839265790380067,0.0007438496974634395,0.23146369296401992,0.33862498769003685,466.15,323.15,4.470384161638024e-08,4.470384161638024e-08,4.67957525276963e-08,0.00011450475704225404,1.0214888360747732e-05,1.8087449685847137,0.0007096367505679592,0.28005814361164505,1.0,1.0203087609746186,1.0,0.3537415,471.5711,0.9572667829192698,0.9885041725415319
1388,13,True,323.15,467.15,True,9.0,9.0,3.0,True,317.75,317.95,317.75,323.15,319.6634,323.15,472.15,467.15,468.15,472.15,467.6221,471.5711,6.77e-06,1.36e-05,0.000103,0.000124,1.84,2.51,0.001137017,0.001587339,0.1959184,0.2911565,0.0001037027027027027,0.000124,6.835675675675676e-06,1.3530000000000001e-05,1.8611693548387098,2.51,0.0011364375461936438,0.0015757853420861258,0.0006083527602993864,0.0006303214339061244,0.20254855067762764,0.2852436820562026,467.15,323.15,5.2472258628917494e-08,5.2472258628917494e-08,5.3212607961738525e-08,0.00011367654841200223,9.678436357112786e-06,2.1727783128985743,0.0006144989436627182,0.24281925758832307,1.0,1.0,1.0,0.2911565,471.5711,0.9796919596718693,0.9906247435434444
1389,13,True,323.15,465.15,True,9.0,9.0,3.0,True,318.85,318.95,318.85,323.15,321.4943,323.15,473.15,467.15,465.15,473.15,465.8319,473.15,1.24e-05,1.95e-05,0.000118,0.000142,1.33,1.56,0.001021254,0.00115908,0.2394558,0.370068,0.00011897674418604651,0.0001415,1.2601111111111111e-05,1.95e-05,1.3419760479041918,1.56,0.0010221069108336388,0.0011597234106908508,0.0007200965348893372,0.0007680239252956515,0.2326991952494893,0.3558988045276529,465.15,323.15,5.621151920848102e-08,5.621151920848102e-08,5.7632995192141495e-08,0.00013055527402578633,1.5639725181747816e-05,1.4492189846718637,0.0007520136250189068,0.2964061703012021,1.0,1.0,1.0,0.370068,473.15,0.9617119138311144,0.9830920426925922
537,15,True,311.0345,854.4828,True,12.0,12.0,12.0,True,296.8141,311.0345,308.1411,296.8141,309.2124,316.915,875.6409,854.4828,865.694,875.6409,855.5084,862.518,4.915181176035739e-06,5.819685201588076e-06,-5.372465e-05,-2.225687e-05,2.815973,3.969548,9.716098e-05,0.0004627911,0.0101763,0.105043,-5.372465e-05,-2.225687e-05,4.921677157590308e-06,5.813837052138409e-06,2.8578128297248826,3.948602948032859,0.00010065029589210932,0.0004964600816531082,3.521934496381933e-05,0.0001257305655156941,0.010954431351149064,0.10743460566743374,854.4828,854.4828,2.6865999085594688e-08,2.6865999085594688e-08,3.4063810612056285e-08,-3.94009948511578e-05,5.482555348445723e-06,3.4818654193664558,8.132411947612543e-05,0.04739233407834556,1.0,1.0,1.0,0.105043,862.518,1.0227678728466794,0.9906840205073981
538,15,True,327.035,848.08,True,12.0,15.0,15.0,True,309.4063,327.035,323.402,309.4063,316.2525,325.7687,873.8289,848.08,848.827,873.8289,858.4972,865.258,4.972007597227608e-06,6.70461478635745e-06,-5.99728e-05,-2.46764e-05,2.595866,3.283294,0.0001073315,0.000523231,0.01373177,0.1379966,-5.99728e-05,-2.46764e-05,4.983980312950013e-06,6.702473828294965e-06,2.655779516720467,3.258254611763579,0.00012217638889499907,0.0005366282408528211,4.600396536150357e-05,0.00016469806838157535,0.015044906811999322,0.13967713783304642,848.08,848.08,2.575036112308598e-08,2.575036112308598e-08,3.1790818812776815e-08,-4.3061383400696384e-05,5.8860938201365005e-06,3.0645102122538312,0.00010279871899455454,0.06040015833564298,1.0,1.0,1.0,0.1379966,865.258,1.0121781104247962,0.9801469619466101
