SID,sample_id,is_extendable_tep,fraction_Ts_TEPZToverTEPZTex,is_Temperature_range_valid,autoTc,autoTh,ztTc,ztTh,Tc_ofTEP,Th_ofTEP,Tc_ofZT,Th_ofZT,Tc_ofTEPZT,Th_ofTEPZT,deltaT_ofTEP,deltaT_ofZT,deltaT_ofTEPZT,avg_ZT_ofRawFig,avg_ZT_ofTEPEval,peak_ZT_ofRawFig,peak_ZT_ofTEPEval,d_Tmid,d_avgZT,d_peakZT,errdZT_Linf,errdZT_L2,errdZT_L1,is_avg_ZT_ofRawFig_positiveFinite,is_avg_ZT_ofTEPEval_positiveFinite,ispeak_ZT_ofRawFig_positiveFinite,is_peak_ZT_ofTEPEval_positiveFinite,errdZT_Linf_over_avg_ZT_ofRawFig,errdZT_Linf_over_avg_ZT_ofTEPEval,errdZT_Linf_over_peak_ZT_ofRawFig,errdZT_Linf_over_peak_ZT_ofTEPEval,criT:  tempratura range > 0,criZT: representative ZT > 0 ,cri0:  d_avgZT  < 0.1,cri1:  d_peakZT < 0.1,cri2:  errdZT_Linf < 0.1,cri3:  errdZT_L2 < 0.1,cri4:  errdZT_Linf_over_avg_ZT_ofRawFig < 0.2,cri5:  errdZT_Linf_over_peak_ZT_ofRawFig < 0.2,cri_product_criteriastring,cri_product
3494,13822,True,0.9615384615384616,True,349.1923,660.7276,361.0424,660.5073,350.0,660.0,362.0,660.0,362.0,660.0,310.0,298.0,298.0,0.1992952336285877,0.194268115383423,0.3923176445912989,0.4110987139482476,6.0,0.0050271182451647,-0.0187810693569487,0.0187810693569487,0.0080786081700896,0.0064873977794764,True,True,True,True,0.094237423620224,0.0966760259133667,0.0478720996006032,0.0456850598645099,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3494,13823,True,0.9487179487179488,True,348.0783,657.5936,360.1852,660.0489,350.0,656.0,362.0,660.0,362.0,656.0,306.0,298.0,294.0,0.1347797329061374,0.127148511813826,0.2736646187098182,0.2749402930900739,8.0,0.0076312210923113,-0.0012756743802557,0.0096014195687027,0.0043402042244057,0.0037334501089924,True,True,True,True,0.071237858702312,0.0755134246695817,0.0350846215121571,0.034921835067504,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3494,13824,True,0.9490445859872612,True,347.6077,658.1471,360.6972,660.0489,348.0,658.0,362.0,660.0,362.0,658.0,310.0,298.0,296.0,0.2230598534930806,0.2177836753493852,0.4527431189570909,0.4629395534165724,8.0,0.0052761781436953,-0.0101964344594815,0.0190114189942132,0.008546964799365,0.006964886671265,True,True,True,True,0.0852301240967279,0.0872949681086685,0.0419916243851627,0.0410667415516901,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3494,13825,True,0.9316770186335404,True,349.6288,670.9753,360.7567,660.0489,350.0,670.0,362.0,660.0,362.0,660.0,320.0,298.0,298.0,0.1546613499334867,0.1537077924412342,0.3218953875883636,0.3224409405018046,1.0,0.0009535574922525,-0.0005455529134409,0.0137136611093372,0.0055378029062865,0.0041379836285803,True,True,True,True,0.0886689603784971,0.0892190362735204,0.0426028506095716,0.0425307688533443,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3495,7360,True,0.9814814814814816,True,305.0,732.1463,301.7321,728.4667,306.0,732.0,302.0,728.0,306.0,728.0,426.0,426.0,422.0,0.192874878402508,0.1452259477138809,0.3039204564297869,0.2521479469938579,-4.0,0.0476489306886271,0.0517725094359289,0.1885937382669359,0.0681240252491728,0.0499266850558147,True,True,True,True,0.9778035368264092,1.2986228785953375,0.6205365064345572,0.7479487361105898,True,True,True,True,False,True,False,False,crieria_10_10_10_10_20_20,False
3495,7361,True,0.9858490566037736,True,308.9315,727.5,303.7006,727.0746,310.0,726.0,304.0,726.0,310.0,726.0,416.0,422.0,416.0,0.2691971525917468,0.2046866891806446,0.3929115159509775,0.2664599797731037,-3.0,0.0645104634111021,0.1264515361778738,0.2350216225709043,0.0930724383093517,0.067030723296359,True,True,True,True,0.8730464654183336,1.1482017883609803,0.598154070394382,0.882014712944999,True,True,True,False,False,True,False,False,crieria_10_10_10_10_20_20,False
3495,7362,True,0.9906103286384976,True,307.5,729.037,302.604,728.7889,308.0,728.0,304.0,728.0,308.0,728.0,420.0,424.0,420.0,0.3115300426153793,0.2871087207219524,0.4749485352029725,0.4138876973000407,-2.0,0.0244213218934269,0.0610608379029317,0.1378934597974485,0.0350041202484375,0.0264134821214258,True,True,True,True,0.4426329436474103,0.4802830769149297,0.2903334773703825,0.3331663654101925,True,True,True,True,False,True,False,False,crieria_10_10_10_10_20_20,False
3495,7363,True,0.9859154929577464,True,306.25,728.75,303.7952,726.4716,308.0,728.0,304.0,726.0,308.0,726.0,420.0,422.0,418.0,0.2642533361126698,0.2544219616785232,0.5395042953766926,0.4820133028437489,-3.0,0.0098313744341466,0.0574909925329437,0.0765192805706277,0.0321895266397413,0.020521075798808,True,True,True,True,0.2895678885128707,0.3007573719886424,0.1418325696873283,0.1587493127662339,True,True,True,True,True,True,False,True,crieria_10_10_10_10_20_20,False
3495,7364,True,0.9906103286384976,True,305.0353,728.8884,302.9291,726.7672,306.0,728.0,304.0,726.0,306.0,726.0,422.0,422.0,420.0,0.1559585901935579,0.1817538604143088,0.466026911246803,0.4997803459018839,-2.0,-0.0257952702207509,-0.0337534346550809,0.0551434515699039,0.0251296580968436,0.0236866026087889,True,True,True,True,0.3535775201703618,0.3033963154576422,0.1183267537541421,0.1103353743741047,True,True,True,True,True,True,False,True,crieria_10_10_10_10_20_20,False
3495,7365,True,1.0,True,305.7471,727.2458,304.9863,727.1219,306.0,726.0,306.0,726.0,306.0,726.0,420.0,420.0,420.0,0.1444752848897603,0.1352276412482602,0.3805624835045246,0.3684350979870096,0.0,0.0092476436415,0.012127385517515,0.0391497553238981,0.0153450955698959,0.0119828271530662,True,True,True,True,0.2709789107096817,0.2895100067006593,0.102873396671621,0.1062595706483928,True,True,True,True,True,True,False,True,crieria_10_10_10_10_20_20,False
3495,7366,True,0.9813953488372092,True,304.8338,727.8044,301.4354,730.3127,306.0,726.0,302.0,730.0,306.0,726.0,420.0,428.0,420.0,0.2058163370884642,0.1398882014930856,0.3013284452748832,0.3056785592124822,0.0,0.0659281355953786,-0.004350113937599,0.4490174091705181,0.09856541117496,0.0664669292790236,True,True,True,True,2.181641241518747,3.2098304530186708,1.4901261935656538,1.4689201961934093,True,True,True,True,False,True,False,False,crieria_10_10_10_10_20_20,False
3495,7367,True,0.9953051643192488,True,304.2242,729.0221,302.8856,729.0952,306.0,728.0,304.0,728.0,306.0,728.0,422.0,424.0,422.0,0.2570593297765157,0.2715849612067265,0.5349125789587983,0.5306480795006544,-1.0,-0.0145256314302107,0.0042644994581438,0.0597308550080401,0.0279982045034598,0.023577150278676,True,True,True,True,0.2323621362429032,0.2199343245761457,0.1116647043976898,0.1125620864665099,True,True,True,True,True,True,False,True,crieria_10_10_10_10_20_20,False
3495,7368,True,0.9953051643192488,True,307.1565,730.696,304.16,730.1177,308.0,730.0,306.0,730.0,308.0,730.0,422.0,424.0,422.0,0.2776067179437113,0.23310006162529,0.6040629036053593,0.4786752812230658,-1.0,0.0445066563184212,0.1253876223822934,0.1502287273432275,0.0616627201446613,0.0497563864247936,True,True,True,True,0.5411566710488919,0.644481714400922,0.248697157939322,0.3138426679551475,True,True,True,False,False,True,False,False,crieria_10_10_10_10_20_20,False
3495,7369,True,0.995260663507109,True,307.2022,727.904,304.1547,727.9721,308.0,726.0,306.0,726.0,308.0,726.0,418.0,420.0,418.0,0.2907464648674542,0.2129195946914628,0.6224101311638293,0.4476992528633365,-1.0,0.0778268701759914,0.1747108783004927,0.2088913528514462,0.099747008229246,0.0788554180116062,True,True,True,True,0.7184656671463772,0.981080924722528,0.3356168905233683,0.4665885670245062,True,True,True,False,False,True,False,False,crieria_10_10_10_10_20_20,False
3495,7370,True,0.9936305732484076,True,303.4682,930.3191,305.2105,928.7081,304.0,930.0,306.0,928.0,306.0,928.0,626.0,622.0,622.0,0.5635546722327504,0.4406834861231402,1.1823158925773565,0.9294950597578796,0.0,0.1228711861096101,0.2528208328194768,0.2538077389609061,0.1390511309295557,0.1232467819016912,True,True,True,True,0.4503693278867582,0.5759411163639216,0.2146699884136929,0.2730598041338912,True,True,False,False,False,False,False,False,crieria_10_10_10_10_20_20,False
3495,7371,True,0.9812206572769951,True,305.9,725.099,306.3082,730.1177,306.0,724.0,308.0,730.0,308.0,724.0,418.0,422.0,416.0,0.2468636219972852,0.222328372250406,0.6040383975643833,0.4800264262378185,4.0,0.0245352497468791,0.1240119713265647,0.1081070043452582,0.0325851147673967,0.0208598488043664,True,True,True,True,0.4379219727499869,0.4862492503813164,0.1789737287913643,0.225210526829827,True,True,True,False,False,True,False,False,crieria_10_10_10_10_20_20,False
3495,7372,True,0.9906103286384976,True,304.8338,727.7946,303.8778,729.1157,306.0,726.0,304.0,728.0,306.0,726.0,420.0,424.0,420.0,0.2417068711806318,0.2350285248127454,0.5088556521051766,0.5286833855201183,0.0,0.0066783463678864,-0.0198277334149417,0.0233101173798491,0.0106040084344416,0.0092157946990804,True,True,True,True,0.09643961409119,0.0991799501716696,0.0458088994067635,0.0440908831604697,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3495,7373,True,0.985981308411215,True,304.8338,727.7603,303.8642,730.0032,306.0,726.0,304.0,730.0,306.0,726.0,420.0,426.0,420.0,0.2903999859032941,0.2557430002918541,0.612165830599304,0.4779476674880669,1.0,0.03465698561144,0.134218163111237,0.1392779073771192,0.0487330762511369,0.0328175668171703,True,True,True,True,0.4796071423484849,0.5446010534723341,0.2275166309768835,0.2914082792978513,True,True,True,False,False,True,False,False,crieria_10_10_10_10_20_20,False
3495,7374,True,1.0,True,303.7855,926.0116,303.8551,927.2727,304.0,926.0,304.0,926.0,304.0,926.0,622.0,622.0,622.0,0.5282650810562212,0.5003816538410119,1.1215708834854918,1.2560781277437716,0.0,0.0278834272152093,-0.1345072442582797,0.1361571914940043,0.0603868939266409,0.0469787404896264,True,True,True,True,0.2577440689847785,0.2721066818674092,0.1213986503205845,0.1083986644513717,True,True,True,False,False,True,False,True,crieria_10_10_10_10_20_20,False
3495,7375,True,1.0,True,305.7471,727.7946,305.8054,726.0184,306.0,726.0,306.0,726.0,306.0,726.0,420.0,420.0,420.0,0.3238560620178456,0.2768922076196401,0.6467337305325923,0.5458769365664496,0.0,0.0469638543982055,0.1008567939661426,0.1017036227285752,0.0513538871902484,0.0469638543982054,True,True,True,True,0.3140395831867152,0.3673040263678455,0.1572573347068525,0.1863123644099861,True,True,True,False,False,True,False,True,crieria_10_10_10_10_20_20,False
3495,7383,True,0.9872611464968152,True,303.199,924.2775,304.3062,931.5789,304.0,924.0,306.0,930.0,306.0,924.0,620.0,624.0,618.0,0.5989554793167735,0.4283643315251402,1.2209558424204223,0.9333459829368268,4.0,0.1705911477916332,0.2876098594835954,0.2990714025506079,0.1811722068541358,0.1634129668811233,True,True,True,True,0.4993215904657182,0.698170647135348,0.2449485822171332,0.3204293027646216,True,True,False,False,False,False,False,False,crieria_10_10_10_10_20_20,False
3495,7384,True,0.9967948717948718,True,305.4819,928.0438,305.7416,927.2727,306.0,928.0,306.0,926.0,306.0,926.0,622.0,620.0,620.0,0.5494830227863869,0.4682566478217272,1.150011677655216,1.0172083695730978,-1.0,0.0812263749646597,0.1328033080821182,0.1378885294998479,0.0867486810902901,0.0829914930410306,True,True,True,True,0.2509422926310364,0.2944721236554539,0.1199018515890133,0.135555834600257,True,True,True,False,False,True,False,True,crieria_10_10_10_10_20_20,False
3496,28650,True,1.0,True,301.574,550.0,301.0951,550.5939,302.0,550.0,302.0,550.0,302.0,550.0,248.0,248.0,248.0,0.2855957870141792,0.3112814452807619,0.4878703598735021,0.5464899569419208,0.0,-0.0256856582665826,-0.0586195970684186,0.0586195970684186,0.0293222888255736,0.0256856582665826,True,True,True,True,0.2052537177850888,0.1883170293544044,0.1201540447827531,0.10726564381246,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3496,28651,True,0.976,True,303.1175,547.3728,302.2307,553.4995,304.0,546.0,304.0,552.0,304.0,546.0,242.0,248.0,242.0,0.5884307691152915,0.5315864512891179,1.0603111589944931,0.954842434313084,3.0,0.0568443178261736,0.1054687246814092,0.0812052728421013,0.0512642660750038,0.0468865699440869,True,True,True,True,0.1380031043655209,0.1527602380481582,0.0765862663551606,0.0850457310273611,True,True,True,False,True,True,True,True,crieria_10_10_10_10_20_20,False
3497,155,True,0.9840764331210192,True,304.4304,930.1887,303.7975,922.7848,306.0,930.0,304.0,922.0,306.0,922.0,624.0,618.0,616.0,0.5399092564133386,0.5030417348740877,1.144487481528036,1.1909210329045268,-5.0,0.0368675215392509,-0.0464335513764906,0.1661885854949275,0.0599255827323516,0.0493854769980764,True,True,True,True,0.307808365055513,0.3303673909611592,0.1452078665579152,0.139546267891173,True,True,True,True,False,True,False,True,crieria_10_10_10_10_20_20,False
3497,156,True,0.990506329113924,True,303.8963,929.2643,300.0,930.3797,304.0,928.0,300.0,930.0,304.0,928.0,624.0,630.0,624.0,0.5163988437043399,0.419100271045508,1.1881849712746857,1.0459550747563409,-1.0,0.0972985726588318,0.1422298965183448,0.2630225291914365,0.1233745404353328,0.0997320463050427,True,True,True,True,0.509339887953018,0.6275885447062292,0.2213649688812894,0.2514663732117831,True,True,True,False,False,False,False,False,crieria_10_10_10_10_20_20,False
3497,162,True,0.9648562300319488,True,303.2573,929.9674,311.3924,915.1899,304.0,928.0,312.0,914.0,312.0,914.0,624.0,602.0,602.0,0.5119444154253417,0.4563310991268995,1.108540795872687,0.9304541229714004,-3.0,0.0556133162984422,0.1780866729012866,0.2171687529770494,0.0914790311967355,0.0679229018872094,True,True,True,True,0.4242037737566057,0.4759017156458532,0.1959050616681054,0.2334008175314675,True,True,True,False,False,True,False,False,crieria_10_10_10_10_20_20,False
3497,163,True,0.9936507936507936,True,301.3476,929.1499,303.723,930.3018,302.0,928.0,304.0,930.0,304.0,928.0,626.0,626.0,624.0,0.410176498673312,0.4314919389685409,0.908152748667252,0.9724157804271863,2.0,-0.0213154402952289,-0.0642630317599345,0.1116509349261064,0.03973114391326,0.0315602363376722,True,True,True,True,0.272202174642462,0.2587555521732392,0.1229429026008657,0.1148181026814041,True,True,True,True,False,True,False,True,crieria_10_10_10_10_20_20,False
3497,168,True,0.8471337579617835,True,396.8535,929.2297,302.9712,931.0164,398.0,928.0,304.0,930.0,398.0,928.0,530.0,626.0,530.0,0.4496912156024901,0.4472287162242583,0.9751647605384832,0.9579724533864904,-46.0,0.0024624993782317,0.0171923071519927,0.1877441243133455,0.0745745152179788,0.0639174197091418,True,True,True,True,0.4174956454548674,0.419794430684999,0.1925255422577757,0.1959807128583486,True,True,True,True,False,True,False,True,crieria_10_10_10_10_20_20,False
3497,171,True,0.9968152866242038,True,302.7121,929.2464,302.9851,931.7264,304.0,928.0,304.0,930.0,304.0,928.0,624.0,626.0,624.0,0.4504204365455234,0.3833541290194733,1.049848565664992,1.0014399515899683,1.0,0.0670663075260501,0.0484086140750237,0.1666557737122392,0.0881222858741259,0.0686075673888574,True,True,True,True,0.3700004710940676,0.4347306083242255,0.1587426788611904,0.1664161425232165,True,True,True,True,False,True,False,True,crieria_10_10_10_10_20_20,False
3497,242,True,0.9968253968253968,True,301.6718,930.184,302.5391,930.4687,302.0,930.0,304.0,930.0,304.0,930.0,628.0,626.0,626.0,0.5434699620343573,0.3649512467717651,1.294235973463996,1.331279269187977,1.0,0.1785187152625921,-0.0370432957239805,0.4581999157513912,0.217285685140277,0.178544439635382,True,True,True,True,0.8431007190097924,1.255509934010288,0.3540312007593395,0.3441801629126799,True,True,False,True,False,False,False,False,crieria_10_10_10_10_20_20,False
3497,252,True,1.0,True,302.1316,928.6706,302.9814,928.6789,304.0,928.0,304.0,928.0,304.0,928.0,624.0,624.0,624.0,0.4879766785179016,0.4007216164475635,1.1330272715951408,1.1150094091342628,0.0,0.0872550620703381,0.0180178624608779,0.2031197447061689,0.104297729933458,0.0873693219609762,True,True,True,True,0.4162488775551542,0.506884920526238,0.1792717172819726,0.1821686373605394,True,True,True,True,False,False,False,True,crieria_10_10_10_10_20_20,False
3497,278,True,0.9968152866242038,True,303.681,929.8795,301.5625,929.4922,304.0,928.0,302.0,928.0,304.0,928.0,624.0,626.0,624.0,0.496644825695853,0.4994171504058267,1.179495192128,1.319830274732476,-1.0,-0.0027723247099736,-0.140335082604476,0.140335082604476,0.0331640278016771,0.0190202243195026,True,True,True,True,0.2825662834760262,0.2809977240277784,0.1189789356845862,0.1063281281624801,True,True,True,False,False,True,False,True,crieria_10_10_10_10_20_20,False
3497,353,True,0.9317507418397626,True,300.3391,928.5828,292.4051,967.7112,302.0,928.0,294.0,966.0,302.0,928.0,626.0,672.0,626.0,0.244080505501117,0.2496087540393081,0.3637860486252383,0.5711561958944245,15.0,-0.005528248538191,-0.2073701472691861,0.213700995705903,0.0442479094203899,0.0309615199721725,True,True,True,True,0.8755348784088987,0.8561438340910497,0.5874359297545563,0.3741550861953788,True,True,True,False,False,True,False,False,crieria_10_10_10_10_20_20,False
3497,357,True,1.0,True,302.2086,930.4605,302.5391,930.4687,304.0,930.0,304.0,930.0,304.0,930.0,626.0,626.0,626.0,0.4948846678700753,0.4339803782060267,1.179501203006842,1.1478730937478816,0.0,0.0609042896640485,0.0316281092589605,0.2299538646859099,0.1013268797649784,0.073226995110739,True,True,True,True,0.4646615254329942,0.5298715707758157,0.1949585673161674,0.2003303901262249,True,True,True,True,False,False,False,False,crieria_10_10_10_10_20_20,False
3497,418,True,0.9873015873015872,True,308.7528,930.4334,300.5859,930.4687,310.0,930.0,302.0,930.0,310.0,930.0,620.0,628.0,620.0,0.4732666513201837,0.40098654658036,1.0618843856778433,1.3055436011660126,-4.0,0.0722801047398237,-0.2436592154881693,0.2436592154881693,0.1196579301411126,0.0991772267475111,True,True,True,True,0.5148455206139683,0.6076493527429073,0.2294592695537489,0.1866342995136672,True,True,True,False,False,False,False,True,crieria_10_10_10_10_20_20,False
3499,13826,True,0.9965277777777778,True,303.544,877.6032,300.9747,877.4369,304.0,876.0,302.0,876.0,304.0,876.0,572.0,574.0,572.0,0.4409090456971475,0.4505952439152567,0.5716982623672877,0.5902987032694028,-1.0,-0.0096861982181091,-0.0186004409021151,0.0226006869497518,0.0135909729159111,0.0115216600202985,True,True,True,True,0.0512592952453867,0.0501574023582066,0.039532544416292,0.0382868653184847,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13827,True,0.9965277777777778,True,303.1675,877.1413,301.4638,876.7971,304.0,876.0,302.0,876.0,304.0,876.0,572.0,574.0,572.0,0.5616309092358466,0.560998987700254,0.7201924270026486,0.7285436969516845,-1.0,0.0006319215355925,-0.0083512699490359,0.0225027089984189,0.0096997334941948,0.0078698485131716,True,True,True,True,0.0400667210945282,0.0401118531259139,0.0312454118575954,0.0308872468358082,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13828,True,0.9965277777777778,True,302.8199,877.6321,301.4205,876.7267,304.0,876.0,302.0,876.0,304.0,876.0,572.0,574.0,572.0,0.6219026876733424,0.6276944372237376,0.7866799816824729,0.8145908730842647,-1.0,-0.0057917495503951,-0.0279108914017918,0.0494831069273675,0.0203107090747832,0.0148788138874282,True,True,True,True,0.0795672826443207,0.0788331136822384,0.0629011899114783,0.0607459628660102,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13829,True,0.9930795847750864,True,302.3525,878.2534,301.4777,876.7399,304.0,878.0,302.0,876.0,304.0,876.0,574.0,574.0,572.0,0.4692743260447641,0.4641629601835949,0.7614373665181304,0.7910651552551236,-2.0,0.0051113658611692,-0.0296277887369931,0.061083115065601,0.0192690739474963,0.0161864550743486,True,True,True,True,0.1301650477673358,0.1315984262110019,0.0802208004906817,0.077216288266295,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13914,True,0.9930795847750864,True,302.5059,877.6946,301.6408,878.1222,304.0,876.0,302.0,878.0,304.0,876.0,572.0,576.0,572.0,0.4880754338873082,0.4981444827928631,0.8557414009297812,0.8719910039029594,0.0,-0.0100690489055549,-0.0162496029731781,0.1225199095697027,0.0303192886657522,0.0151137475268774,True,True,True,True,0.2510265853658829,0.2459525575447325,0.1431739885864844,0.1405059329985215,True,True,True,True,False,True,False,True,crieria_10_10_10_10_20_20,False
3499,13915,True,0.9965277777777778,True,302.6234,877.6807,302.7347,878.1222,304.0,876.0,304.0,878.0,304.0,876.0,572.0,574.0,572.0,0.6220747436085018,0.6238936672063244,1.2016326245563824,1.2956200185422215,1.0,-0.0018189235978226,-0.0939873939858391,0.0957774994460303,0.0240825795220065,0.014279243020893,True,True,True,True,0.1539646166800611,0.1535157423137559,0.079706141035734,0.0739240657564053,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13916,True,0.9930795847750864,True,302.1994,877.4548,301.6408,878.1222,304.0,876.0,302.0,878.0,304.0,876.0,572.0,576.0,572.0,0.5227257736893323,0.5237153843373009,1.070941316015105,1.1148741843060146,0.0,-0.0009896106479686,-0.0439328682909097,0.0468245865379637,0.0111607262632923,0.007578751058637,True,True,True,True,0.0895777267829778,0.0894084610426608,0.0437228313426123,0.0419998841098926,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13917,True,0.9965277777777778,True,302.087,876.8638,301.4447,877.4429,304.0,876.0,302.0,876.0,304.0,876.0,572.0,574.0,572.0,0.6492580095131975,0.6440080446725969,1.109311754628297,1.14587615209197,-1.0,0.0052499648406005,-0.0365643974636733,0.0365643974636733,0.0125690196619118,0.0102959523501327,True,True,True,True,0.0563172066080304,0.056776305461001,0.0329613359915447,0.0319095544461061,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13918,True,0.9965277777777778,True,302.1209,877.3851,301.9567,877.4429,304.0,876.0,302.0,876.0,304.0,876.0,572.0,574.0,572.0,0.5649577098381067,0.568482292378369,1.18804102857401,1.222934815418489,-1.0,-0.0035245825402623,-0.0348937868444789,0.0348937868444789,0.0083749445319451,0.0061808401126997,True,True,True,True,0.0617635377601592,0.0613806046596337,0.0293708601009861,0.028532826447122,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13919,True,0.9965277777777778,True,302.1209,877.9063,301.7769,877.4926,304.0,876.0,302.0,876.0,304.0,876.0,572.0,574.0,572.0,0.5060373383382368,0.5096472770728481,1.049635923551255,1.0724566966186957,-1.0,-0.0036099387346112,-0.0228207730674407,0.0258841774387904,0.0107217207599252,0.0090410421434779,True,True,True,True,0.0511507263945993,0.0507884150533597,0.0246601482075956,0.0241354056722286,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13925,True,0.9952380952380953,True,299.6187,717.9218,298.6784,718.5022,300.0,716.0,300.0,718.0,300.0,716.0,416.0,418.0,416.0,0.6024982866475473,0.5926848384514116,1.0506310662366043,1.0524296495212575,1.0,0.0098134481961357,-0.0017985832846534,0.0264594784021695,0.0117708544876702,0.0084945598673736,True,True,True,True,0.0439162716119854,0.0446434203906815,0.0251843670461299,0.0251413274171872,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13926,True,0.9952380952380953,True,299.2647,717.922,299.1189,718.0617,300.0,716.0,300.0,718.0,300.0,716.0,416.0,418.0,416.0,0.5002072374646016,0.486547738583767,1.027781410877712,1.0115598197763702,1.0,0.0136594988808346,0.0162215911013419,0.027483670467717,0.0141003009580152,0.0113921350593635,True,True,True,True,0.0549445677895894,0.0564870993907318,0.0267407740370069,0.0271695948478786,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13927,True,0.9952380952380953,True,299.2647,717.6471,298.6784,718.0617,300.0,716.0,300.0,718.0,300.0,716.0,416.0,418.0,416.0,0.4771914238228361,0.4608339796809487,1.040499794139828,1.0097551594215812,1.0,0.0163574441418873,0.0307446347182467,0.0266206902187512,0.0162513854408199,0.0142553938470724,True,True,True,True,0.0557861874496607,0.0577663353669832,0.0255845223311729,0.0263635099760226,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3499,13929,True,0.9952153110047848,True,300.0,714.2857,298.6784,716.2996,300.0,714.0,300.0,716.0,300.0,714.0,414.0,416.0,414.0,0.0137807596699019,0.013315069947799,0.0746908401632021,0.0731026559574425,1.0,0.0004656897221028,0.0015881842057595,0.0046186930335703,0.001712072825765,0.0013569449573628,True,True,True,True,0.3351551833283779,0.3468771138024517,0.0618374759673113,0.0631809196680777,True,True,True,True,True,True,False,True,crieria_10_10_10_10_20_20,False
3500,26613,True,0.9946808510638298,True,323.7705,696.9806,322.7443,699.2535,324.0,696.0,324.0,698.0,324.0,696.0,372.0,374.0,372.0,0.25983447923185,0.2470651167135996,1.4922037397577894,1.5067110604669052,1.0,0.0127693625182503,-0.0145073207091157,0.1687642446114605,0.0302577027059328,0.0116866620286652,True,True,True,True,0.649506736405342,0.6830759714536864,0.1130973205032001,0.1120083664608947,True,True,True,True,False,True,False,True,crieria_10_10_10_10_20_20,False
3502,26625,True,0.9707112970711296,True,297.8964,761.9163,296.8944,774.184,298.0,760.0,298.0,774.0,298.0,760.0,462.0,476.0,462.0,0.2452018460128662,0.2347170625062193,0.5242773055472917,0.4976451165456195,7.0,0.0104847835066468,0.0266321890016721,0.061801093016087,0.0130955224698814,0.0072078047697236,True,True,True,True,0.2520417118427577,0.2633003853925171,0.1178786347648084,0.1241870782236878,True,True,True,True,True,True,False,True,crieria_10_10_10_10_20_20,False
3502,26626,True,0.9748953974895398,True,297.8964,763.6948,296.8944,774.184,298.0,762.0,298.0,774.0,298.0,762.0,464.0,476.0,464.0,0.3365052707748425,0.3248349746435467,0.6876735440423788,0.6693407266015652,6.0,0.0116702961312957,0.0183328174408136,0.0663867103655778,0.0127089193884628,0.0067996876660537,True,True,True,True,0.1972828247614508,0.2043705744383786,0.0965381189093507,0.0991822366803259,True,True,True,True,True,True,False,True,crieria_10_10_10_10_20_20,False
3502,26627,True,0.9748953974895398,True,297.8964,763.9969,296.8333,774.184,298.0,762.0,298.0,774.0,298.0,762.0,464.0,476.0,464.0,0.4605299934426199,0.4010255977334517,1.0101390719888497,0.8729646279125213,6.0,0.0595043957091682,0.1371744440763284,0.1432385252267007,0.054327744953287,0.0458005661145488,True,True,True,True,0.311029742397327,0.357180504277701,0.1418007967404728,0.1640828512940097,True,True,True,False,False,True,False,True,crieria_10_10_10_10_20_20,False
3503,179,True,0.974025974025974,True,302.6497,902.3852,298.1595,915.3374,304.0,902.0,300.0,914.0,304.0,902.0,598.0,614.0,598.0,0.4522459674402915,0.4639965733567378,1.171137496593973,1.1145877978037655,4.0,-0.0117506059164462,0.0565496987902074,0.0668954874590957,0.0360110169043776,0.0334431668473739,True,True,True,True,0.1479183724682471,0.1441723738930805,0.0571200970455206,0.0600181408686778,True,True,True,True,True,True,True,True,crieria_10_10_10_10_20_20,True
3503,202,True,0.9933993399339934,True,300.7143,906.013,302.7852,904.8879,302.0,906.0,304.0,904.0,304.0,904.0,604.0,600.0,600.0,0.3749369153306578,0.3829004868975541,1.1273508388401012,1.1326357276895789,0.0,-0.0079635715668962,-0.0052848888494776,0.0984801392122931,0.0206923166427059,0.0110324817899679,True,True,True,True,0.2626578903958903,0.2571951266247455,0.0873553607443238,0.086947759817871,True,True,True,True,True,True,False,True,crieria_10_10_10_10_20_20,False
